1,2,3,4,5,6,7,8,9,10
Thomas Jefferson,377538245,False,True,64.4.107.30,UNKNOWN,important,prominent,":Thomas Jefferson was born on April 13, 1743 into a family closely related to some of the most important individuals in Virginia, the third of ten children.",":Thomas Jefferson was born on April 13, 1743 into a family closely related to some of the most prominent individuals in Virginia, the third of ten children."
Thomas Jefferson,410750542,False,True,Tobby72,UNKNOWN,extermination,removal west,"ISBN 1616401982 In cases where Native tribes resisted assimilation, Jefferson believed that they should be forcefully removed from their land and sent west.","ISBN 1616401982 In cases where Native tribes resisted assimilation, Jefferson believed that they should be forcefully removed from their land and sent west."
Thomas Jefferson,503718784,False,True,Yopienso,UNKNOWN,deforming,that marred,"Jefferson expressed moral convictions against slavery and considered it an ""abominable crime,"" and a ""moral depravity,"" deforming ""what nature had bestowed on us of her fairest gifts.""","Jefferson expressed moral convictions against slavery and considered it an ""abominable crime,"" and a ""moral depravity,"" that marred ""what nature had bestowed on us of her fairest gifts."""
The Thirteenth Tribe,137911751,False,True,201.220.15.66,UNKNOWN,disproved,called, Two recent genetic research studies have disproved the main thesis of The Thirteenth Tribe., Two recent genetic research studies have called the main thesis of The Thirteenth Tribeinto question.
The Thirteenth Tribe,137911751,False,True,201.220.15.66,UNKNOWN,shows,suggests,"One, a 2000 study of haplotypes by Hammer et al shows that Y chromosomes of most Ashkenazi and Sephardic Jews are of Middle Eastern origin, containing mutations that are also common among Palestinians and other Middle Eastern peoples, yet are uncommon in the general European population.","One, a 2000 study of haplotypes by Hammer et al suggests that Y chromosomes of most Ashkenazi and Sephardic Jews are of Middle Eastern origin, containing mutations that are also common among Palestinians and other Middle Eastern peoples, yet are uncommon in the general European population."
The Thirteenth Tribe,137911751,False,True,201.220.15.66,UNKNOWN,indicate,strongly suggest,These results indicate that the male ancestors of the Ashkenazi Jews can be traced primarily to the Middle East.,These results strongly suggest that the male ancestors of the Ashkenazi Jews can be traced primarily to the Middle East.
The Thirteenth Tribe,138186673,False,True,201.220.15.66,UNKNOWN,Tribe.,Tribeinto question.,Two recent genetic research studies have disproved the main thesis of The Thirteenth Tribe.,Two recent genetic research studies have called the main thesis of The Thirteenth Tribeinto question.
The Thirteenth Tribe,138186673,False,True,201.220.15.66,UNKNOWN,indicate,strongly suggest,These results indicate that the male ancestors of the Ashkenazi Jews can be traced primarily to the Middle East.,These results strongly suggest that most male ancestors of the Ashkenazi Jews can be traced primarily to the Middle East.
The Thirteenth Tribe,138186673,False,True,201.220.15.66,UNKNOWN,the,most," Some Pan-Arab and Palestinian advocates have also eagerly adopted this idea, since they believe identifying most Jews as non-Semites would seriously undermine Jewish historical claims to the land of Israel,Plaut, Steven."," Some Pan-Arab and Palestinian advocates have also eagerly adopted this idea, since they believe identifying most Jews as non-Semites would seriously undermine Jewish historical claims to the land of Israel,Plaut, Steven."
The Thirteenth Tribe,138189707,False,True,Jayjg,UNKNOWN,One,For example,"One, a 2000 study of haplotypes by Hammer et al suggests that Y chromosomes of most Ashkenazi and Sephardic Jews are of Middle Eastern origin, containing mutations that are also common among Palestinians and other Middle Eastern peoples, yet are uncommon in the general European population.","For example, a 2000 study of haplotypes by Hammer et al indicates that the Y chromosomes of most Ashkenazi and Sephardic Jews are of Middle Eastern origin, containing mutations that are also common among Palestinians and other Middle Eastern peoples, yet are uncommon in the general European population."
The Thirteenth Tribe,423562941,False,True,70.21.124.7,UNKNOWN,support,confirmed,Modern genetic research does not support Koestler's theories.,Modern genetic research has not confirmed Koestler's theories.
Taser,178850277,False,True,Flatscan,UNKNOWN,reduced,proven to unequivocally reduce,"However, tasers have not reduced gun usage and there are a number of growing controversies surrounding them.","However, tasers have not proven to unequivocally reduce gun usage and there are a number of growing controversies surrounding them."
